Week,Position,Rise/Fall,Song,Artist,Album,Total Points,Streams Points,Sales Points,Airplay Points
2024-01-26,50,-13,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-01-26,51,RE,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,58,35k,21k,2k
2024-01-26,52,+4,Midnight Rain,Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-01-26,53,-7,You’re Losing Me (From the Vault),Taylor Swift,Taylor Swift,50,30k,18k,2k
2024-01-26,54,-18,Now That We Don't Talk (Taylor's Version) (From the Vault),Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-01-26,55,-15,Uptown Girl,Westlife,Westlife,34,20k,12k,2k
2024-01-26,56,-11,A Thousand Miles,Vanessa Carlton,Vanessa Carlton,34,20k,12k,2k
2024-01-26,57,-15,Make Your Own Kind of Music,Cass Elliot,Cass Elliot,34,20k,12k,2k
2024-01-26,58,RE,My Life Would Suck Without You,Kelly Clarkson,Kelly Clarkson,34,20k,12k,2k
2024-01-26,59,-16,I Wish You Would (Taylor's Version),Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-01-26,60,+9,Arms Unfolding,dodie,dodie,42,25k,15k,2k
2024-01-26,61,RE,burned out,dodie,dodie,26,15k,9k,2k
2024-01-26,62,-47,Bobby Sox,Green Day,Green Day,42,25k,15k,2k
2024-01-26,63,RE,My Happy Ending,Avril Lavigne,Avril Lavigne,34,20k,12k,2k
2024-01-26,64,-47,Father to a Son,Green Day,Green Day,41,25k,12k,4k
2024-01-26,65,-3,22 (Taylor's Version),Taylor Swift,Taylor Swift,31,20k,3k,8k
2024-01-26,66,-8,Girlfriend,Avril Lavigne,Avril Lavigne,26,15k,9k,2k
2024-01-26,67,+10,Sk8er Boi,Avril Lavigne,Avril Lavigne,26,15k,9k,2k
2024-01-26,68,-16,Sweet Crazy Love (Eng Ver.),ODD EYE CIRCLE (ARTMS),ODD EYE CIRCLE (ARTMS),18,10k,6k,2k
2024-01-26,69,-15,New Romantics (Taylor's Version),Taylor Swift,Taylor Swift,24,15k,3k,6k
2024-01-26,70,-6,Complicated,Avril Lavigne,Avril Lavigne,18,10k,6k,2k
2024-01-26,71,-8,I'm with You,Avril Lavigne,Avril Lavigne,18,10k,6k,2k
2024-01-26,72,RE,Monster,dodie,dodie,26,15k,9k,2k
2024-01-26,73,-57,Saviors,Green Day,Green Day,26,15k,9k,2k
2024-01-26,74,RE,She's So Mean,Matchbox Twenty,Matchbox Twenty,26,15k,9k,2k
2024-01-26,75,-3,Smile,Avril Lavigne,Avril Lavigne,18,10k,6k,2k
2024-01-26,76,RE,Lucky,Britney Spears,Britney Spears,10,5k,3k,2k
2024-01-26,77,RE,Nobody's Home,Avril Lavigne,Avril Lavigne,18,10k,6k,2k
2024-01-26,78,-10,Oops!...I Did It Again,Britney Spears,Britney Spears,10,5k,3k,2k
2024-01-26,79,-61,Living in the '20s,Green Day,Green Day,18,10k,6k,2k
2024-01-26,80,-21,Call Me Maybe,Carly Rae Jepsen,Carly Rae Jepsen,10,5k,3k,2k
2024-01-26,81,-20,I Really Like You,Carly Rae Jepsen,Carly Rae Jepsen,10,5k,3k,2k
2024-01-26,82,-22,What the Hell,Avril Lavigne,Avril Lavigne,10,5k,3k,2k
2024-01-26,83,-28,Out of the Woods (Taylor's Version),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-01-26,84,-8,In the End,Linkin Park,Linkin Park,10,5k,3k,2k
2024-01-26,85,-19,Is It Over Now? (Taylor's Version) (From the Vault),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-01-26,86,RE,When I Grow Up,The Pussycat Dolls,The Pussycat Dolls,10,5k,3k,2k
2024-01-26,87,RE,Bye Bye Bye,*NSYNC,*NSYNC,10,5k,3k,2k
2024-01-26,88,RE,Sometimes,Britney Spears,Britney Spears,10,5k,3k,2k
2024-01-26,89,RE,It's Gonna Be Me,*NSYNC,*NSYNC,10,5k,3k,2k
2024-01-26,90,RE,Hard Feelings/Loveless,Lorde,Lorde,10,5k,3k,2k
2024-01-26,91,RE,Soñar (Breaker),NMIXX,NMIXX,10,5k,3k,2k
2024-02-02,1,+1,Look Ma No Brains!,Green Day,Green Day,146,90k,54k,2k
2024-02-02,2,+6,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,178,110k,66k,2k
2024-02-02,3,RE,Oh Yeah!,Green Day,Green Day,265,165k,96k,4k
2024-02-02,4,+6,Helena,My Chemical Romance,My Chemical Romance,178,110k,66k,2k
2024-02-02,5,+12,Redundant,Green Day,Green Day,154,95k,57k,2k
2024-02-02,6,-3,Hitchin' a Ride,Green Day,Green Day,138,85k,51k,2k
2024-02-02,7,RE,Father of All...,Green Day,Green Day,218,135k,81k,2k
2024-02-02,8,-1,Basket Case,Green Day,Green Day,138,85k,51k,2k
2024-02-02,9,+5,Mama,My Chemical Romance,My Chemical Romance,106,65k,39k,2k
2024-02-02,10,-6,I Don't Love You,My Chemical Romance,My Chemical Romance,113,70k,39k,4k
2024-02-02,11,+9,The American Dream Is Killing Me,Green Day,Green Day,114,70k,42k,2k
2024-02-02,12,-7,Famous Last Words,My Chemical Romance,My Chemical Romance,106,65k,39k,2k
2024-02-02,13,+2,When I Come Around,Green Day,Green Day,66,40k,24k,2k
2024-02-02,14,-13,American Idiot,Green Day,Green Day,106,65k,39k,2k
2024-02-02,15,+31,Blank Space (Taylor's Version),Taylor Swift,Taylor Swift,122,75k,45k,2k
2024-02-02,16,+8,Nice Guys Finish Last,Green Day,Green Day,113,70k,39k,4k
2024-02-02,17,+8,Since U Been Gone,Kelly Clarkson,Kelly Clarkson,138,85k,51k,2k
2024-02-02,18,-7,Wake Me Up When September Ends,Green Day,Green Day,114,70k,42k,2k
2024-02-02,19,+3,Because of You,Kelly Clarkson,Kelly Clarkson,138,85k,51k,2k
2024-02-02,20,-14,Teenagers,My Chemical Romance,My Chemical Romance,98,60k,36k,2k
2024-02-02,21,+2,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,My Chemical Romance,88,55k,27k,6k
2024-02-02,22,+8,Breakaway,Kelly Clarkson,Kelly Clarkson,122,75k,45k,2k
2024-02-02,23,-5,21 Guns,Green Day,Green Day,74,45k,27k,2k
2024-02-02,24,+12,She,Green Day,Green Day,66,40k,24k,2k
2024-02-02,25,+6,Platypus (I Hate You),Green Day,Green Day,74,45k,27k,2k
2024-02-02,26,-17,Welcome to the Black Parade,My Chemical Romance,My Chemical Romance,114,70k,42k,2k
2024-02-02,27,-8,The Ghost of You,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-02-02,28,+4,Sleep,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-02-02,29,-2,One Eyed Bastard,Green Day,Green Day,74,45k,27k,2k
2024-02-02,30,-1,Dilemma,Green Day,Green Day,74,45k,27k,2k
2024-02-02,31,RE,Bang Bang,Green Day,Green Day,82,50k,30k,2k
2024-02-02,32,+13,1981,Green Day,Green Day,74,45k,27k,2k
2024-02-02,33,-21,Holiday / Boulevard of Broken Dreams,Green Day,Green Day,66,40k,24k,2k
2024-02-02,34,+10,Coma City,Green Day,Green Day,74,45k,27k,2k
2024-02-02,35,+4,Walking Contradiction,Green Day,Green Day,66,40k,24k,2k
2024-02-02,36,+11,Corvette Summer,Green Day,Green Day,74,45k,27k,2k
2024-02-02,37,RE,Revolution Radio,Green Day,Green Day,126,80k,42k,4k
2024-02-02,38,RE,You Know What They Do to Guys Like Us in Prison,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-02-02,39,RE,Goodnight Adeline,Green Day,Green Day,74,45k,27k,2k
2024-02-02,40,-6,Give Me Novacaine / She's a Rebel,Green Day,Green Day,66,40k,24k,2k
2024-02-02,41,-8,Are We the Waiting / St. Jimmy,Green Day,Green Day,66,40k,24k,2k
2024-02-02,42,+18,Arms Unfolding,dodie,dodie,114,70k,42k,2k
2024-02-02,43,-22,Good Riddance (Time of Your Life),Green Day,Green Day,82,50k,30k,2k
2024-02-02,44,RE,Kill the DJ,Green Day,Green Day,66,40k,24k,2k
2024-02-02,45,RE,Welcome to Paradise,Green Day,Green Day,66,40k,24k,2k
2024-02-02,46,-18,Know Your Enemy,Green Day,Green Day,58,35k,21k,2k
2024-02-02,47,-21,Blood - Hidden Track,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-02-02,48,+24,Monster,dodie,dodie,106,65k,39k,2k
2024-02-02,49,RE,Let Yourself Go,Green Day,Green Day,66,40k,24k,2k
2024-02-02,50,-2,Style (Taylor's Version),Taylor Swift,Taylor Swift,74,45k,27k,2k
2024-02-02,51,RE,Geek Stink Breath,Green Day,Green Day,114,75k,33k,6k
2024-02-02,52,-3,Shake It Off (Taylor's Version),Taylor Swift,Taylor Swift,74,45k,27k,2k
2024-02-02,53,-40,Dead!,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-02-02,54,-16,King for a Day,Green Day,Green Day,98,60k,36k,2k
2024-02-02,55,=,Uptown Girl,Westlife,Westlife,81,50k,27k,4k
2024-02-02,56,-5,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,90,55k,33k,2k
2024-02-02,57,-3,Now That We Don't Talk (Taylor's Version) (From the Vault),Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-02-02,58,=,My Life Would Suck Without You,Kelly Clarkson,Kelly Clarkson,82,50k,30k,2k
2024-02-02,59,+2,burned out,dodie,dodie,82,50k,30k,2k
2024-02-02,60,-17,Take Back,Green Day,Green Day,74,45k,27k,2k
2024-02-02,61,-4,Make Your Own Kind of Music,Cass Elliot,Cass Elliot,58,35k,21k,2k
2024-02-02,62,-6,A Thousand Miles,Vanessa Carlton,Vanessa Carlton,58,35k,21k,2k
2024-02-02,63,-23,Waiting,Green Day,Green Day,74,45k,27k,2k
2024-02-02,64,-29,Warning,Green Day,Green Day,74,45k,27k,2k
2024-02-02,65,-23,Minority,Green Day,Green Day,74,45k,27k,2k
2024-02-02,66,-25,Last Ride In,Green Day,Green Day,74,45k,27k,2k
2024-02-02,67,-17,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-02-02,68,-6,Bobby Sox,Green Day,Green Day,18,10k,6k,2k
2024-02-02,69,+4,Saviors,Green Day,Green Day,18,10k,6k,2k
2024-02-02,70,-6,Father to a Son,Green Day,Green Day,18,10k,6k,2k
2024-02-02,71,+8,Living in the '20s,Green Day,Green Day,18,10k,6k,2k
2024-02-02,72,-56,Macy's Day Parade,Green Day,Green Day,66,40k,24k,2k
2024-02-02,73,-21,Midnight Rain,Taylor Swift,Taylor Swift,50,30k,18k,2k
2024-02-02,74,-21,You’re Losing Me (From the Vault),Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-02-02,75,RE,Touch My Body,Mariah Carey,Mariah Carey,42,25k,15k,2k
2024-02-02,76,RE,Take on Me,a-ha,a-ha,18,10k,6k,2k
2024-02-02,77,RE,Here Comes the Sun - Remastered 2009,The Beatles,The Beatles,42,25k,15k,2k
2024-02-02,78,-8,Complicated,Avril Lavigne,Avril Lavigne,34,20k,12k,2k
2024-02-02,79,+7,When I Grow Up,The Pussycat Dolls,The Pussycat Dolls,34,20k,12k,2k
2024-02-02,80,+7,Bye Bye Bye,*NSYNC,*NSYNC,26,15k,9k,2k
2024-02-02,81,-44,ASAP,NewJeans,NewJeans,34,20k,12k,2k
2024-02-02,82,RE,Sweet Child o' Mine,Guns N' Roses,Guns N' Roses,34,20k,12k,2k
2024-02-02,83,RE,Lips of an Angel,Hinder,Hinder,34,20k,12k,2k
2024-02-02,84,RE,Vision of Love,Mariah Carey,Mariah Carey,18,10k,6k,2k
2024-02-02,85,-14,I'm with You,Avril Lavigne,Avril Lavigne,26,15k,9k,2k
2024-02-02,86,-12,She's So Mean,Matchbox Twenty,Matchbox Twenty,18,10k,6k,2k
2024-02-02,87,+2,It's Gonna Be Me,*NSYNC,*NSYNC,18,10k,6k,2k
2024-02-02,88,-10,Oops!...I Did It Again,Britney Spears,Britney Spears,18,10k,6k,2k
2024-02-02,89,RE,Keep on Movin',Five,Five,18,10k,6k,2k
2024-02-02,90,-2,Sometimes,Britney Spears,Britney Spears,18,10k,6k,2k
2024-02-02,91,RE,Pon de Replay,Rihanna,Rihanna,26,15k,9k,2k
2024-02-02,92,RE,Hey Jude - Remastered 2015,The Beatles,The Beatles,26,15k,9k,2k
2024-02-02,93,RE,Walk Away,Kelly Clarkson,Kelly Clarkson,26,15k,9k,2k
2024-02-02,94,-18,Lucky,Britney Spears,Britney Spears,10,5k,3k,2k
2024-02-02,95,-28,Sk8er Boi,Avril Lavigne,Avril Lavigne,10,5k,3k,2k
2024-02-02,96,-33,My Happy Ending,Avril Lavigne,Avril Lavigne,10,5k,3k,2k
2024-02-02,97,-12,Is It Over Now? (Taylor's Version) (From the Vault),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-02-02,98,RE,Stronger (What Doesn't Kill You),Kelly Clarkson,Kelly Clarkson,10,5k,3k,2k
2024-02-02,99,RE,Hung Up,Madonna,Madonna,18,10k,6k,2k
2024-02-02,100,RE,Buttons,The Pussycat Dolls,The Pussycat Dolls,18,10k,6k,2k
2024-02-09,1,=,Look Ma No Brains!,Green Day,Green Day,89,55k,30k,4k
2024-02-09,2,+4,Hitchin' a Ride,Green Day,Green Day,82,50k,30k,2k
2024-02-09,3,+13,Nice Guys Finish Last,Green Day,Green Day,128,80k,42k,6k
2024-02-09,4,RE,Strange Days Are Here to Stay,Green Day,Green Day,154,95k,57k,2k
2024-02-09,5,=,Redundant,Green Day,Green Day,82,50k,30k,2k
2024-02-09,6,RE,Extraordinary Girl / Letterbomb,Green Day,Green Day,181,115k,60k,6k
2024-02-09,7,+7,American Idiot,Green Day,Green Day,90,55k,33k,2k
2024-02-09,8,+1,Mama,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-02-09,9,+9,Wake Me Up When September Ends,Green Day,Green Day,90,55k,33k,2k
2024-02-09,10,+41,Geek Stink Breath,Green Day,Green Day,138,90k,42k,6k
2024-02-09,11,+9,Teenagers,My Chemical Romance,My Chemical Romance,81,50k,27k,4k
2024-02-09,12,-2,I Don't Love You,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-02-09,13,+13,Welcome to the Black Parade,My Chemical Romance,My Chemical Romance,82,50k,30k,2k
2024-02-09,14,-3,The American Dream Is Killing Me,Green Day,Green Day,58,35k,21k,2k
2024-02-09,15,+20,Walking Contradiction,Green Day,Green Day,58,35k,21k,2k
2024-02-09,16,-4,Famous Last Words,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-02-09,17,-9,Basket Case,Green Day,Green Day,74,45k,27k,2k
2024-02-09,18,+7,Platypus (I Hate You),Green Day,Green Day,58,35k,21k,2k
2024-02-09,19,RE,Meet Me on the Roof,Green Day,Green Day,129,80k,45k,4k
2024-02-09,20,RE,Vampire Money,My Chemical Romance,My Chemical Romance,98,60k,36k,2k
2024-02-09,21,-19,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-02-09,22,+10,1981,Green Day,Green Day,58,35k,21k,2k
2024-02-09,23,+7,Dilemma,Green Day,Green Day,58,35k,21k,2k
2024-02-09,24,+5,One Eyed Bastard,Green Day,Green Day,58,35k,21k,2k
2024-02-09,25,-6,Because of You,Kelly Clarkson,Kelly Clarkson,74,45k,27k,2k
2024-02-09,26,-13,When I Come Around,Green Day,Green Day,50,30k,18k,2k
2024-02-09,27,-23,Helena,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-02-09,28,RE,Last of the American Girls,Green Day,Green Day,97,60k,33k,4k
2024-02-09,29,+5,Coma City,Green Day,Green Day,50,30k,18k,2k
2024-02-09,30,+9,Goodnight Adeline,Green Day,Green Day,50,30k,18k,2k
2024-02-09,31,+5,Corvette Summer,Green Day,Green Day,50,30k,18k,2k
2024-02-09,32,+40,Macy's Day Parade,Green Day,Green Day,58,35k,21k,2k
2024-02-09,33,-16,Since U Been Gone,Kelly Clarkson,Kelly Clarkson,66,40k,24k,2k
2024-02-09,34,-3,Bang Bang,Green Day,Green Day,58,35k,21k,2k
2024-02-09,35,-7,Sleep,My Chemical Romance,My Chemical Romance,50,30k,18k,2k
2024-02-09,36,+9,Welcome to Paradise,Green Day,Green Day,58,35k,21k,2k
2024-02-09,37,-15,Breakaway,Kelly Clarkson,Kelly Clarkson,66,40k,24k,2k
2024-02-09,38,+30,Bobby Sox,Green Day,Green Day,58,35k,21k,2k
2024-02-09,39,+1,Give Me Novacaine / She's a Rebel,Green Day,Green Day,50,30k,18k,2k
2024-02-09,40,+1,Are We the Waiting / St. Jimmy,Green Day,Green Day,50,30k,18k,2k
2024-02-09,41,RE,SING,My Chemical Romance,My Chemical Romance,50,30k,18k,2k
2024-02-09,42,-18,She,Green Day,Green Day,50,30k,18k,2k
2024-02-09,43,RE,Graffitia,Green Day,Green Day,103,70k,21k,12k
2024-02-09,44,-1,Good Riddance (Time of Your Life),Green Day,Green Day,58,35k,21k,2k
2024-02-09,45,RE,Planetary (GO!),My Chemical Romance,My Chemical Romance,50,30k,18k,2k
2024-02-09,46,-8,You Know What They Do to Guys Like Us in Prison,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-02-09,47,-44,Oh Yeah!,Green Day,Green Day,90,55k,33k,2k
2024-02-09,48,-4,Kill the DJ,Green Day,Green Day,50,30k,18k,2k
2024-02-09,49,RE,Every Snowflake Is Different (Just Like You),My Chemical Romance,My Chemical Romance,50,30k,18k,2k
2024-02-09,50,+14,Warning,Green Day,Green Day,58,35k,21k,2k
2024-02-09,51,+3,King for a Day,Green Day,Green Day,58,35k,21k,2k
2024-02-09,52,-31,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,My Chemical Romance,65,40k,21k,4k
2024-02-09,53,+7,Take Back,Green Day,Green Day,58,35k,21k,2k
2024-02-09,54,-21,Holiday / Boulevard of Broken Dreams,Green Day,Green Day,50,30k,18k,2k
2024-02-09,55,RE,The Kids from Yesterday,My Chemical Romance,My Chemical Romance,50,30k,18k,2k
2024-02-09,56,+7,Waiting,Green Day,Green Day,58,35k,21k,2k
2024-02-09,57,-8,Let Yourself Go,Green Day,Green Day,42,25k,15k,2k
2024-02-09,58,-5,Dead!,My Chemical Romance,My Chemical Romance,50,30k,18k,2k
2024-02-09,59,+6,Minority,Green Day,Green Day,58,35k,21k,2k
2024-02-09,60,-37,21 Guns,Green Day,Green Day,50,30k,18k,2k
2024-02-09,61,+5,Last Ride In,Green Day,Green Day,50,30k,18k,2k
2024-02-09,62,-15,Blood - Hidden Track,My Chemical Romance,My Chemical Romance,50,30k,18k,2k
2024-02-09,63,-48,Blank Space (Taylor's Version),Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-02-09,64,-18,Know Your Enemy,Green Day,Green Day,50,30k,18k,2k
2024-02-09,65,-38,The Ghost of You,My Chemical Romance,My Chemical Romance,42,25k,15k,2k
2024-02-09,66,-59,Father of All...,Green Day,Green Day,73,45k,24k,4k
2024-02-09,67,-17,Style (Taylor's Version),Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-02-09,68,-26,Arms Unfolding,dodie,dodie,58,35k,21k,2k
2024-02-09,69,-17,Shake It Off (Taylor's Version),Taylor Swift,Taylor Swift,42,25k,15k,2k
2024-02-09,70,-14,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,42,25k,15k,2k
2024-02-09,71,-1,Father to a Son,Green Day,Green Day,10,5k,3k,2k
2024-02-09,72,-17,Uptown Girl,Westlife,Westlife,34,20k,12k,2k
2024-02-09,73,-15,My Life Would Suck Without You,Kelly Clarkson,Kelly Clarkson,42,25k,15k,2k
2024-02-09,74,-7,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-02-09,75,-27,Monster,dodie,dodie,34,20k,12k,2k
2024-02-09,76,-2,You’re Losing Me (From the Vault),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-02-09,77,-20,Now That We Don't Talk (Taylor's Version) (From the Vault),Taylor Swift,Taylor Swift,26,15k,9k,2k
2024-02-09,78,-5,Midnight Rain,Taylor Swift,Taylor Swift,34,20k,12k,2k
2024-02-09,79,-18,Make Your Own Kind of Music,Cass Elliot,Cass Elliot,26,15k,9k,2k
2024-02-09,80,RE,I Wish You Would (Taylor's Version),Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-02-09,81,-19,A Thousand Miles,Vanessa Carlton,Vanessa Carlton,26,15k,9k,2k
2024-02-09,82,-23,burned out,dodie,dodie,34,20k,12k,2k
2024-02-09,83,-46,Revolution Radio,Green Day,Green Day,42,25k,15k,2k
2024-02-09,84,RE,Out of the Woods (Taylor's Version),Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-02-09,85,RE,Bad Blood (Taylor's Version),Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-02-09,86,RE,Welcome to New York (Taylor's Version),Taylor Swift,Taylor Swift,18,10k,6k,2k
2024-02-09,87,RE,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney Houston,10,5k,3k,2k
2024-02-09,88,RE,Irreplaceable,Beyoncé,Beyoncé,10,5k,3k,2k
2024-02-09,89,RE,Unwell,Matchbox Twenty,Matchbox Twenty,10,5k,3k,2k
2024-02-09,90,RE,I Knew You Were Trouble (Taylor's Version),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-02-09,91,RE,22 (Taylor's Version),Taylor Swift,Taylor Swift,10,5k,3k,2k
2024-02-16,1,+26,Helena,My Chemical Romance,My Chemical Romance,138,85k,51k,2k
2024-02-16,2,-1,Look Ma No Brains!,Green Day,Green Day,98,60k,36k,2k
2024-02-16,3,-1,Hitchin' a Ride,Green Day,Green Day,98,60k,36k,2k
2024-02-16,4,-1,Nice Guys Finish Last,Green Day,Green Day,114,70k,42k,2k
2024-02-16,5,+16,I'm Not Okay (I Promise),My Chemical Romance,My Chemical Romance,98,60k,36k,2k
2024-02-16,6,+61,Style (Taylor's Version),Taylor Swift,Taylor Swift,132,90k,30k,12k
2024-02-16,7,=,American Idiot,Green Day,Green Day,82,50k,30k,2k
2024-02-16,8,+39,Oh Yeah!,Green Day,Green Day,66,40k,24k,2k
2024-02-16,9,=,Wake Me Up When September Ends,Green Day,Green Day,90,55k,33k,2k
2024-02-16,10,+15,Because of You,Kelly Clarkson,Kelly Clarkson,82,50k,30k,2k
2024-02-16,11,+26,Breakaway,Kelly Clarkson,Kelly Clarkson,90,55k,33k,2k
2024-02-16,12,+21,Since U Been Gone,Kelly Clarkson,Kelly Clarkson,82,50k,30k,2k
2024-02-16,13,-1,I Don't Love You,My Chemical Romance,My Chemical Romance,74,45k,27k,2k
2024-02-16,14,-9,Redundant,Green Day,Green Day,58,35k,21k,2k
2024-02-16,15,RE,Too Much Too Soon,Green Day,Green Day,138,85k,51k,2k
2024-02-16,16,-3,Welcome to the Black Parade,My Chemical Romance,My Chemical Romance,73,45k,24k,4k
2024-02-16,17,=,Basket Case,Green Day,Green Day,66,40k,24k,2k
2024-02-16,18,RE,Governator,Green Day,Green Day,130,80k,48k,2k
2024-02-16,19,RE,Shoplifter,Green Day,Green Day,130,80k,48k,2k
2024-02-16,20,-12,Mama,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-02-16,21,-10,Teenagers,My Chemical Romance,My Chemical Romance,66,40k,24k,2k
2024-02-16,22,RE,Before the Lobotomy,Green Day,Green Day,122,75k,45k,2k
2024-02-16,23,-7,Famous Last Words,My Chemical Romance,My Chemical Romance,58,35k,21k,2k
2024-02-16,24,+39,Blank Space (Taylor's Version),Taylor Swift,Taylor Swift,58,35k,21k,2k
2024-02-16,25,RE,Last Night on Earth,Green Day,Green Day,106,65k,39k,2k
2024-02-16,26,+47,My Life Would Suck Without You,Kelly Clarkson,Kelly Clarkson,74,45k,27k,2k
2024-02-16,27,RE,Blood Sex and Booze,Green Day,Green Day,105,65k,36k,4k
2024-02-16,28,+41,Shake It Off (Taylor's Version),Taylor Swift,Taylor Swift,74,45k,27k,2k
2024-02-16,29,+41,Behind These Hazel Eyes,Kelly Clarkson,Kelly Clarkson,66,40k,24k,2k
2024-02-16,30,RE,X-Kid,Green Day,Green Day,98,60k,36k,2k
2024-02-16,31,-25,Extraordinary Girl / Letterbomb,Green Day,Green Day,141,90k,45k,6k
2024-02-16,32,-3,Coma City,Green Day,Green Day,50,30k,18k,2k
2024-02-16,33,-3,Goodnight Adeline,Green Day,Green Day,50,30k,18k,2k
2024-02-16,34,-12,1981,Green Day,Green Day,50,30k,18k,2k
2024-02-16,35,-4,Corvette Summer,Green Day,Green Day,50,30k,18k,2k
2024-02-16,36,RE,Stray Heart,Green Day,Green Day,90,55k,33k,2k
2024-02-16,37,+35,Uptown Girl,Westlife,Westlife,58,35k,21k,2k
2024-02-16,38,+38,You’re Losing Me (From the Vault),Taylor Swift,Taylor Swift,66,40k,24k,2k
2024-02-16,39,-7,Macy's Day Parade,Green Day,Green Day,34,20k,12k,2k
2024-02-16,40,+25,The Ghost of You,My Chemical Romance,My Chemical Romance,50,30k,18k,2k
2024-02-16,41,RE,Longview,Green Day,Green Day,58,35k,21k,2k
2024-02-16,42,+9,King for a Day,Green Day,Green Day,34,20k,12k,2k
2024-02-16,43,-29,The American Dream Is Killing Me,Green Day,Green Day,26,15k,9k,2k
2024-02-16,44,+22,Father of All...,Green Day,Green Day,18,10k,6k,2k
2024-02-16,45,+23,Arms Unfolding,dodie,dodie,42,25k,15k,2k
2024-02-16,46,-31,Walking Contradiction,Green Day,Green Day,42,25k,15k,2k
2024-02-16,47,RE,Scattered,Green Day,Green Day,41,25k,12k,4k
2024-02-16,48,+31,Make Your Own Kind of Music,Cass Elliot,Cass Elliot,58,35k,21k,2k
2024-02-16,49,-5,Good Riddance (Time of Your Life),Green Day,Green Day,34,20k,12k,2k
2024-02-16,50,-24,When I Come Around,Green Day,Green Day,42,25k,15k,2k
2024-02-16,51,-23,Last of the American Girls,Green Day,Green Day,50,30k,18k,2k
2024-02-16,52,-42,Geek Stink Breath,Green Day,Green Day,42,25k,15k,2k
2024-02-16,53,-35,Platypus (I Hate You),Green Day,Green Day,34,20k,12k,2k
2024-02-16,54,+7,Last Ride In,Green Day,Green Day,34,20k,12k,2k
2024-02-16,55,+22,Now That We Don't Talk (Taylor's Version) (From the Vault),Taylor Swift,Taylor Swift,50,30k,18k,2k
2024-02-16,56,-4,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,My Chemical Romance,34,20k,12k,2k
2024-02-16,57,-4,Take Back,Green Day,Green Day,34,20k,12k,2k
2024-02-16,58,-16,She,Green Day,Green Day,42,25k,15k,2k
2024-02-16,59,+19,Midnight Rain,Taylor Swift,Taylor Swift,50,30k,18k,2k
2024-02-16,60,-26,Bang Bang,Green Day,Green Day,34,20k,12k,2k
2024-02-16,61,-15,You Know What They Do to Guys Like Us in Prison,My Chemical Romance,My Chemical Romance,34,20k,12k,2k
2024-02-16,62,-39,Dilemma,Green Day,Green Day,26,15k,9k,2k
2024-02-16,63,-39,One Eyed Bastard,Green Day,Green Day,26,15k,9k,2k
2024-02-16,64,-44,Vampire Money,My Chemical Romance,My Chemical Romance,26,15k,9k,2k
2024-02-16,65,+16,A Thousand Miles,Vanessa Carlton,Vanessa Carlton,42,25k,15k,2k
